matricula,cra
51a11fb4a8e3a5c6367c0d6aae8b918a,8.03218390804598
52822232eb8070f1eb8146f5b1585092,6.51075268817204
53662ce7ef46f956ad84fb5328db40c5,8.21379310344828
56273b1a816eee8124270bc94b76a5ee,7.34
6389c6747d3c71ead63ab3f2a7b2af76,7.14470588235294
658e779f0d1b4b49900ddc9be47ac633,5.95940594059406
682db4ac0a0682dc60f9240f8ef98df8,5.6353982300885
6ba93bd7be7b003ebc89952ef1ea690b,7.34712643678161
6c8322bdee6eeb682cf206c4e08f1e0c,6.57857142857143
6ef9726ec00354df7312038450e9018c,6.33647058823529
6ffb7b43315b088ebb282941208a78ec,8.53058823529412
7320d8872f0d3daa05f36e0c3c53832a,7.43483146067416
7345a0b30b8266fe870d2b89089e557b,7.05955056179775
7523e3de68765e17ad7ac0901c7f7674,6.81034482758621
785434de10fcf9aecea8a34d8fe92ee4,7.58235294117647
7979cfa5c2470bbe746d71b38b2d4f13,7.59294117647059
79e460c3dd1dbece149b77b92854c4f1,6.84395604395604
7b0d1989c7f51c42fd9373fcde214de9,7.92352941176471
7e8e16898c52d9a6541eeb435892ff14,7.44022988505747
82b80ba1611c0f8f9de04144d3da52cf,8.27058823529412
83be26c24bc575c4408d604eeea0263b,7.79647058823529
85974cb8795c635a3f2ded1660219726,4.87446808510638
8846a797261023aabf1b6883acf220c8,7.49540229885057
8910e679ab8cfe983ce4e57d9e4fd493,6.78314606741573
8c7eb58dd1d3cd685465f84ac09a29c7,7.2258064516129
94077bf6a5f373a24d119b15b2f243ec,7.93373493975904
947e6db7a0e7f3786a3e3aefcdfbe0e4,8.30941176470588
9a6f5df328adfcada0b3ea8bda07cdfb,8.43975903614458
9d559e62d9a1a8fa9d614cd3c7d716cb,8.24705882352941
a00489d15900fab201c3a7a48d64feaa,7.3685393258427
a0fe0b0a84be29e888d2c9e16fe2cd1c,6.63493975903615
a3d3f20cba56206ff080fc229414ba49,8.02235294117647
a63251a0ff32b488668d04cda8fe8018,7.44252873563218
a7a5550ae50a880e490df32eafcc9a5f,7.50117647058824
ab785cd880f14f0cba13ac7ab3d35f6f,6.00093457943925
ae52053182517b1db889321afe2681a4,7.76117647058824
afae94a63c13e9b8c04437b79f5578a4,7.68470588235294
b002c6b29a69c632d3f4f37404db925e,6.76363636363636
b7b2e0368a2e52b16c60ce0435a5681b,6.92916666666667
